method,path_length,path_depth,query_length,body_length,content_length,path_entropy,query_entropy,url_entropy,ua_length,ua_is_bot,ua_is_scanner,ua_is_suspicious,special_chars_path,special_chars_query,special_chars_body,has_sql_injection,has_path_traversal,has_command_injection,has_xss,has_php_exploit,is_post,is_get,is_uncommon_method,has_extension,suspicious_extension,common_exploit_path,label
GET,55,8,0,33,33,4.162822440640044,0.0,4.162822440640044,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,54,8,0,33,33,4.143414353855063,0.0,4.143414353855063,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.112733576964344,0.0,4.112733576964344,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.139782100892352,0.0,4.139782100892352,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,57,9,0,33,33,4.143350320764774,0.0,4.143350320764774,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,54,8,0,33,33,4.194430789080313,0.0,4.194430789080313,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,57,8,0,33,33,4.069217645515955,0.0,4.069217645515955,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.070136841430028,0.0,4.070136841430028,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,59,8,0,33,33,4.111397397429335,0.0,4.111397397429335,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.071977669324596,0.0,4.071977669324596,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.1685256807930084,0.0,4.1685256807930084,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.162822440640044,0.0,4.162822440640044,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.162822440640044,0.0,4.162822440640044,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,57,8,0,33,33,4.144489471050224,0.0,4.144489471050224,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,58,8,0,33,33,4.2172696251494655,0.0,4.2172696251494655,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.217720100474499,0.0,4.217720100474499,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,68,9,0,33,33,4.2372637599543825,0.0,4.2372637599543825,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,57,8,0,33,33,4.086823567930874,0.0,4.086823567930874,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,58,8,0,33,33,4.142019142794289,0.0,4.142019142794289,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,56,8,0,33,33,4.066108939837481,0.0,4.066108939837481,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,55,8,0,33,33,4.058543577121688,0.0,4.058543577121688,15,True,False,True,0,0,8,1,0,0,0,1,0,1,0,1,1,1,attack
GET,10,1,92,0,0,3.1219280948873624,4.7326037389862705,4.782158126404671,15,True,False,True,0,11,0,0,0,1,0,0,0,1,0,1,1,0,attack
GET,17,2,92,0,0,3.572469458770135,4.7326037389862705,4.795733243950537,15,True,False,True,0,11,0,0,0,1,0,0,0,1,0,1,1,0,attack
GET,10,1,109,0,0,3.1219280948873624,4.50446644158943,4.492265118236443,15,True,False,True,0,11,0,1,0,0,0,0,0,1,0,1,1,0,attack
GET,10,1,39,0,0,3.1219280948873624,2.861573372375561,3.1613236348405893,15,True,False,True,0,0,0,0,0,0,0,0,0,1,0,1,1,0,attack
GET,16,2,0,0,0,3.327819531114783,0.0,3.327819531114783,15,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,96,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,96,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,139,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,11,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,13,2,0,0,0,3.0850551027564768,0.0,3.0850551027564768,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
HEAD,1,1,0,0,0,-0.0,0.0,-0.0,137,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,139,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,0,True,True,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,139,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,152,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
POST,1,1,0,638,638,-0.0,0.0,-0.0,60,False,False,False,0,0,74,1,0,1,0,0,1,0,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,70,True,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,12,1,0,0,0,3.084962500721156,0.0,3.084962500721156,70,True,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,attack
GET,5,1,0,0,0,1.9219280948873623,0.0,1.9219280948873623,70,True,True,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,12,1,0,0,0,3.084962500721156,0.0,3.084962500721156,70,True,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,11,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,5,1,0,0,0,2.321928094887362,0.0,2.321928094887362,49,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,1,attack
GET,12,2,0,0,0,3.084962500721156,0.0,3.084962500721156,49,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,1,attack
GET,11,1,0,0,0,2.8453509366224368,0.0,2.8453509366224368,4,True,False,True,0,0,0,0,0,0,0,0,0,1,0,1,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,198,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,72,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,140,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,11,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,1,1,0,0,0,-0.0,0.0,-0.0,101,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,attack
GET,12,2,16,0,0,3.2516291673878226,3.125,4.021640636343318,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,13,1,13,0,0,3.180832987205441,3.3927474104487847,3.825251737288651,112,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,8,1,19,0,0,2.5,3.471354487013929,3.495628242904209,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,13,2,15,0,0,3.3927474104487847,3.3735572622751855,3.655045546825804,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
POST,17,3,13,49,49,3.057476076289931,3.546593564294939,3.8980685120588388,135,False,False,False,0,0,10,0,0,0,0,0,1,0,0,1,0,0,legit
GET,11,1,6,0,0,2.8453509366224368,2.584962500721156,3.6901165175936645,125,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,8,1,13,0,0,2.5,3.546593564294939,3.558518613048906,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,7,1,12,0,0,2.521640636343318,3.188721875540867,3.6421498816369042,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,13,2,9,0,0,3.3927474104487847,2.94770277922009,3.6069367321753214,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,12,1,21,0,0,3.4182958340544896,3.499227541723357,3.9801694078807643,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,4,1,9,0,0,2.0,2.94770277922009,3.3927474104487847,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,11,2,9,0,0,2.7321588913645702,2.94770277922009,3.3464393446710154,125,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,9,1,0,0,0,2.725480556997868,0.0,2.725480556997868,125,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,5,1,9,0,0,2.321928094887362,2.94770277922009,3.1820058147602133,135,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,8,1,16,0,0,3.0,3.125,3.688721875540867,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,10,2,15,0,0,2.9219280948873623,3.3735572622751855,3.5932696895151084,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,11,1,0,0,0,3.2776134368191157,0.0,3.2776134368191157,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,9,1,6,0,0,2.94770277922009,2.584962500721156,3.640223928941852,84,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,17,3,9,0,0,3.057476076289931,2.94770277922009,3.5654483718208256,125,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,19,2,6,0,0,3.5110854081804272,2.584962500721156,3.779470570797252,135,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,6,1,9,0,0,2.584962500721156,2.94770277922009,3.640223928941852,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,9,1,13,0,0,2.725480556997868,3.3927474104487847,3.720128777433188,125,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,11,2,27,0,0,2.7321588913645702,3.856196298219379,3.955311316634013,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,9,1,12,0,0,2.725480556997868,3.188721875540867,3.7256507561120937,112,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
POST,9,1,0,50,50,2.725480556997868,0.0,2.725480556997868,117,False,False,False,0,0,2,0,0,0,0,0,1,0,0,0,0,0,legit
POST,13,1,16,50,50,3.180832987205441,3.125,3.7679933925607854,112,False,False,False,0,0,2,0,0,0,0,0,1,0,0,1,0,0,legit
GET,17,3,6,0,0,3.057476076289931,2.584962500721156,3.5227119556807573,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,11,1,6,0,0,3.2776134368191157,2.584962500721156,3.85216872360328,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,21,2,19,0,0,3.535174565635903,3.471354487013929,3.8653115322251024,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,9,1,27,0,0,2.725480556997868,3.856196298219379,4.0860486123130375,112,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,8,1,27,0,0,3.0,3.856196298219379,4.128724445269142,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,21,3,6,0,0,2.9744870651207913,2.584962500721156,3.5039824091702334,112,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,17,3,19,0,0,3.057476076289931,3.471354487013929,4.009523959475164,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,12,1,15,0,0,3.4182958340544896,3.3735572622751855,3.884155094595804,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,7,1,27,0,0,2.8073549220576037,3.856196298219379,4.065260267657296,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,21,3,6,0,0,2.9744870651207913,2.584962500721156,3.5039824091702334,135,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,32,2,27,0,0,3.8125,3.856196298219379,4.3787607450703065,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
POST,8,1,13,49,49,2.5,3.3927474104487847,3.6537567082870015,111,False,False,False,0,0,10,0,0,0,0,0,1,0,0,0,0,0,legit
GET,5,1,21,0,0,2.321928094887362,3.499227541723357,3.7192945256669794,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,12,2,16,0,0,3.2516291673878226,3.125,4.021640636343318,135,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,10,2,13,0,0,2.9219280948873623,3.546593564294939,3.8492239123906247,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
HEAD,6,1,6,0,0,2.584962500721156,2.584962500721156,3.4182958340544896,112,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legit
GET,23,3,21,0,0,3.6753108689123635,3.499227541723357,4.062069267379024,84,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,11,2,19,0,0,2.913977073182752,3.471354487013929,3.781076011914607,125,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,11,2,27,0,0,2.7321588913645702,3.856196298219379,3.955311316634013,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,23,3,12,0,0,3.6753108689123635,3.188721875540867,3.9788640881880974,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,19,2,19,0,0,3.471354487013929,3.471354487013929,3.968211974414883,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,5,1,6,0,0,2.321928094887362,2.584962500721156,3.4594316186372973,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
OPTIONS,32,2,13,0,0,3.8125,3.546593564294939,4.022098307720395,112,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legit
GET,9,1,0,0,0,2.725480556997868,0.0,2.725480556997868,112,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
POST,5,1,15,50,50,2.321928094887362,3.3735572622751855,3.684183719779189,117,False,False,False,0,0,2,0,0,0,0,0,1,0,0,0,0,0,legit
GET,6,1,19,0,0,2.584962500721156,3.471354487013929,3.733660689688186,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,9,1,15,0,0,2.725480556997868,3.3735572622751855,3.6368421881310113,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,13,2,12,0,0,3.3927474104487847,3.188721875540867,3.943465189601647,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,12,1,0,0,0,3.4182958340544896,0.0,3.4182958340544896,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,17,1,15,0,0,3.4548223999466057,3.3735572622751855,3.9681390622295662,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
POST,9,1,13,49,49,2.725480556997868,3.546593564294939,3.6978458230844122,135,False,False,False,0,0,10,0,0,0,0,0,1,0,0,0,0,0,legit
GET,32,2,9,0,0,3.8125,2.94770277922009,3.9739164935644116,111,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,5,1,0,0,0,2.321928094887362,0.0,2.321928094887362,135,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,9,1,9,0,0,2.725480556997868,2.94770277922009,3.266332639970623,112,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,12,2,16,0,0,3.2516291673878226,3.125,4.021640636343318,84,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,17,3,9,0,0,3.057476076289931,2.94770277922009,3.5654483718208256,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,1,1,12,0,0,-0.0,3.188721875540867,3.334679141051595,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,8,1,6,0,0,2.5,2.584962500721156,3.3787834934861753,112,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,21,3,6,0,0,2.9744870651207913,2.584962500721156,3.5039824091702334,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,17,3,13,0,0,3.057476076289931,3.3927474104487847,3.831401845392172,135,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
GET,9,1,15,0,0,2.725480556997868,3.3735572622751855,3.6368421881310113,125,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,17,3,6,0,0,3.057476076289931,2.584962500721156,3.5227119556807573,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,legit
POST,10,2,13,49,49,2.9219280948873623,3.546593564294939,3.8492239123906247,111,False,False,False,0,0,10,0,0,0,0,0,1,0,0,0,0,0,legit
GET,5,1,19,0,0,2.321928094887362,3.471354487013929,3.688721875540867,84,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,15,1,27,0,0,3.3735572622751855,3.856196298219379,4.127569435189147,117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
GET,12,2,6,0,0,3.2516291673878226,2.584962500721156,3.614369445886757,80,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,legit
POST,1,1,6,49,49,-0.0,2.584962500721156,2.8073549220576037,84,False,False,False,0,0,10,0,0,0,0,0,1,0,0,0,0,0,legit
HEAD,8,1,21,0,0,3.0,3.499227541723357,3.8538632199977876,111,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legit
POST,4,1,19,50,50,2.0,3.471354487013929,3.795088586397732,80,False,False,False,0,0,2,0,0,0,0,0,1,0,0,0,0,0,legit
